policy,execution,target_mass,temperature,min_nprobe,max_nprobe,step,actual_nprobe_min,actual_nprobe_average,actual_nprobe_max,average_ms,qps,batch_p50_ms,batch_p99_ms,recall_at_k,min_query_recall,center_ms,policy_ms,scan_ms,merge_ms,gpu_buffer_mib
score_mass,masked,0.93,0.2,64,224,16,128.0,151.632,176.0,183.852,5439.17,11.4511,11.9546,0.8999299999999999,0.77,2.68297,0.0,174.929,1.30663,512.720467
