implementation,backend,index_type,metric,num_vectors,num_queries,dim,dtype,top_k,batch_size,nlist,nprobe,train_samples,build_ms,load_ms,gpu_transfer_ms,average_query_ms,qps,batch_p50_ms,batch_p99_ms,recall_at_k,min_query_recall
faiss-1.14.1,gpu,flat,inner_product,1000000,1000,128,fp32,10,64,0,0,0,274.1727828979492,0.0,251.55793875455856,49.115635454654694,20360.115281888913,3.0778199434280396,3.120236098766327,1.0,1.0
