policy,execution,target_mass,temperature,min_nprobe,max_nprobe,step,actual_nprobe_min,actual_nprobe_average,actual_nprobe_max,average_ms,qps,batch_p50_ms,batch_p99_ms,recall_at_k,min_query_recall,center_ms,policy_ms,scan_ms,merge_ms,gpu_buffer_mib
score_mass,masked,0.93,0.2,64,224,16,128.0,151.632,176.0,147.644,6773.04,4.57968,4.7751,0.90742,0.74,5.34852,0.0,135.713,1.29049,500.259163
